Match,Player,TI,Team,Runs,I.Runs,B.Impact,Bowl,I.Wkts,Bo.Impact,Rank
S03M065,Suryansh Shedge,56.13,CSK,14(9),13.58,13.13,'1-21',0.95,43.0,1923
M058,RD Gaikwad,56.05,RCB,46(39),49.68,56.05,,,0.0,1924
M052,G Coetzee,56.04,KKR,18(14),17.41,16.17,'1-13',1.73,39.88,1925
S05M044,AR Patel,56.04,CSK,,,0.0,'2-31',2.81,56.04,1926
M030,T Natarajan,56.03,CSK,,,0.0,'3-24',2.66,56.03,1927
S05M024,P Simran Singh,56.03,SRH,59(41),58.01,56.03,,,0.0,1928
S04M010,Mayank Dagar,56.02,RR,,,0.0,'3-28',2.38,56.02,1929
S03M021,VR Iyer,55.97,SRH,59(38),58.04,55.97,,,0.0,1930
S03M005,Shakib Al Hasan,55.93,PBKS,7(5),6.24,5.57,'1-20',1.43,50.35,1931
M066,Washington Sundar,55.91,PBKS,,,0.0,'1-8',1.93,55.91,1932
S02M069,JP Inglis,55.91,GT,42(18),50.12,55.91,,,0.0,1933
S02M032,R Sai Kishore,55.91,GT,,,0.0,'1-22',1.72,55.91,1934
S02M024,Yash Dayal,55.91,LSG,,,0.0,'2-32',2.61,55.91,1935
S03M046,Priyansh Arya,55.91,SRH,47(26),51.83,55.91,,,0.0,1936
M008,Shubman Gill,55.86,LSG,51(34),53.84,55.86,,,0.0,1937
S05M076,PWH de Silva,55.86,RCB,39(21),43.85,55.34,'0-31',0.0,0.52,1938
S04M015,Aniket Verma,55.85,RR,60(46),58.71,55.85,,,0.0,1939
S04M015,PJ Cummins,55.85,RR,,,0.0,'2-27',2.74,55.85,1940
M067,Ramandeep Singh,55.79,RCB,44(28),55.11,55.79,,,0.0,1941
S05M076,RM Patidar,55.78,KKR,38(20),45.04,55.78,,,0.0,1942
S03M019,JP Inglis,55.78,GT,45(23),48.46,55.78,,,0.0,1943
S02M061,Ramandeep Singh,55.76,LSG,31(12),34.21,55.76,,,0.0,1944
S02M043,V Kohli,55.74,DC,52(36),53.56,55.74,,,0.0,1945
S03M002,T Natarajan,55.72,CSK,,,0.0,'2-28',2.54,55.72,1946
S05M012,A Nagwaswalla,55.72,RR,5(4),5.75,9.23,'2-30',2.41,46.49,1947
S02M036,Azmatullah Omarzai,55.7,RR,10(3),13.73,18.44,'1-40',1.86,37.26,1948
M054,DJ Hooda,55.69,GT,51(32),52.65,55.69,,,0.0,1949
S03M006,Abhishek Sharma,55.61,MI,28(17),33.03,35.32,'1-18',1.07,20.29,1950
S04M088,T Natarajan,55.59,CSK,,,0.0,'2-52',3.12,55.59,1951
S02M013,Shakib Al Hasan,55.58,PBKS,,,0.0,'2-27',2.4,55.58,1952
M009,DA Warner,55.56,DC,55(40),55.37,55.56,,,0.0,1953
S02M055,M Pathirana,55.55,RCB,,,0.0,'2-33',2.76,55.55,1954
M012,RM Patidar,55.52,CSK,41(26),48.07,55.52,,,0.0,1955
S02M048,Jagjit Singh,55.52,CSK,,,0.0,'2-48',2.65,55.52,1956
S05M056,N Wadhera,55.49,KKR,29(18),41.42,55.49,,,0.0,1957
S03M021,AK Markram,55.42,SRH,,,0.0,'2-53',2.82,55.42,1958
S02M018,AK Markram,55.4,SRH,37(28),37.17,37.6,'1-10',0.7,17.8,1959
S05M069,N Sindhu,55.4,DC,49(33),50.1,55.4,,,0.0,1960
S04M089,SS Iyer,55.33,LSG,40(20),55.5,55.33,,,0.0,1961
S03M053,Umran Malik,55.33,MI,4(2),4.44,5.05,'1-15',1.76,50.28,1962
S04M002,V Puthur,55.32,DC,,,0.0,'2-14',2.01,55.32,1963
S05M017,N Pooran,55.3,MI,43(24),52.74,55.3,,,0.0,1964
S03M055,Zeeshan Ansari,55.3,LSG,,,0.0,'2-48',2.49,55.3,1965
S04M035,Yash Thakur,55.27,CSK,,,0.0,'2-27',2.52,55.27,1966
S04M060,Suryansh Shedge,55.26,CSK,8(8),5.65,3.33,'2-40',2.46,51.94,1967
S05M061,DS Airee,55.25,RCB,5(3),5.01,5.01,'2-38',2.57,50.23,1968
S04M054,LI Meriwala,55.25,DC,,,0.0,'2-33',2.74,55.25,1969
S05M063,Shahbaz Ahmed,55.24,GT,7(3),9.64,10.2,'2-40',2.33,45.03,1970
M028,A Badoni,55.22,RCB,49(39),51.11,57.33,'0-4',0.0,-2.11,1971
S02M039,RR Rossouw,55.22,MI,52(35),53.48,55.22,,,0.0,1972
S04M085,SV Samson,55.17,GT,50(28),52.28,55.17,,,0.0,1973
S05M027,RK Singh,55.17,MI,41(15),48.6,55.17,,,0.0,1974
S04M052,Naman Dhir,55.12,GT,48(30),51.87,55.12,,,0.0,1975
S04M040,Tilak Varma,55.07,CSK,51(35),52.83,55.07,,,0.0,1976
S03M046,SV Samson,55.06,GT,53(36),53.69,55.06,,,0.0,1977
M060,Tilak Varma,55.04,CSK,51(34),51.89,55.04,,,0.0,1978
M039,GD Phillips,55.03,GT,13(8),14.36,16.86,'1-14',1.56,38.18,1979
S05M064,Abhishek Sharma,55.03,MI,43(23),47.58,55.03,,,0.0,1980
S02M069,SV Samson,54.97,GT,40(18),48.74,54.97,,,0.0,1981
S05M047,Yudhvir Singh,54.96,RCB,10(7),9.69,9.22,'2-37',2.2,45.73,1982
S05M015,DR Sams,54.96,GT,4(2),3.28,3.22,'1-25',1.14,51.74,1983
S04M075,RK Singh,54.95,MI,32(11),45.95,54.95,,,0.0,1984
S02M055,JM Sharma,54.94,RCB,46(25),49.86,54.94,,,0.0,1985
S02M023,Rashid Khan,54.89,GT,,,0.0,'2-40',2.5,54.89,1986
S03M020,Arshad Khan,54.86,KKR,33(23),37.19,38.64,'1-41',0.96,16.22,1987
S03M020,Arshad Khan,54.86,KKR,33(23),37.19,38.64,'1-41',0.96,16.22,1988
S03M020,Arshad Khan,54.86,KKR,33(23),37.19,38.64,'1-41',0.96,16.22,1989
S03M016,GF Linde,54.85,RR,6(1),11.95,21.04,'2-32',1.61,33.81,1990
S02M004,B Kumar,54.81,KKR,0(3),-0.65,-1.74,'2-25',2.65,56.55,1991
S02M060,B Kumar,54.79,KKR,7(7),5.78,3.44,'2-56',2.7,51.34,1992
S02M033,AD Russell,54.78,DC,28(13),31.7,37.97,'1-12',0.87,16.81,1993
S02M015,N Pooran,54.77,MI,41(27),48.12,54.77,,,0.0,1994
S04M065,N Pooran,54.77,MI,51(31),53.51,54.77,,,0.0,1995
M070,Harshit Rana,54.73,PBKS,,,0.0,'2-39',2.71,54.73,1996
S05M032,Tilak Varma,54.71,CSK,42(20),51.55,60.47,'0-20',0.0,-5.76,1997
S02M070,R Powell,54.7,KKR,44(23),47.37,54.7,,,0.0,1998
S04M044,PHKD Mendis,54.7,SRH,16(7),16.0,17.99,'2-42',1.85,36.71,1999
S04M018,SZ Mulani,54.7,LSG,,,0.0,'2-26',2.26,54.7,2000
S02M001,F du Plessis,54.68,CSK,46(48),52.46,54.68,,,0.0,2001
S03M022,Suryansh Shedge,54.68,CSK,7(2),10.19,16.46,'1-36',1.91,38.22,2002
S05M065,MA Starc,54.66,KKR,,,0.0,'2-34',2.4,54.66,2003
S05M025,PWH de Silva,54.66,RCB,21(12),22.9,24.49,'1-50',1.82,30.16,2004
S03M008,VG Arora,54.66,KKR,6(1),16.04,59.26,'0-35',0.0,-4.6,2005
S02M026,KL Rahul,54.65,SRH,62(49),57.48,54.65,,,0.0,2006
S03M071,YS Chahal,54.63,RCB,,,0.0,'2-37',2.48,54.63,2007
S05M067,PHKD Mendis,54.63,SRH,35(26),35.37,36.75,'1-13',0.91,17.88,2008
S04M008,TM Head,54.61,MI,51(35),52.02,54.61,,,0.0,2009
S04M063,V Kaverappa,54.6,LSG,,,0.0,'2-45',2.89,54.6,2010
M070,RR Pant,54.59,PBKS,56(41),55.53,54.59,,,0.0,2011
S03M046,JP Inglis,54.57,GT,42(25),46.22,54.57,,,0.0,2012
S03M002,DAJ Bracewell,54.55,MI,,,0.0,'2-34',2.85,54.55,2013
S04M028,WG Jacks,54.52,LSG,4(5),3.52,2.75,'1-7',1.93,51.76,2014
S05M078,AD Russell,54.51,DC,28(13),32.54,34.85,'1-53',1.23,19.66,2015
S02M027,MP Yadav,54.48,CSK,,,0.0,'2-26',2.24,54.48,2016
S05M078,A Nagwaswalla,54.48,RR,,,0.0,'3-33',2.82,54.48,2017
S04M078,LUVNITH SISODIA,54.47,LSG,47(28),50.29,54.47,,,0.0,2018
S04M055,TA Boult,54.47,MI,,,0.0,'2-37',2.78,54.47,2019
S03M065,Dhruv Jurel,54.45,LSG,39(19),47.85,54.45,,,0.0,2020
S02M059,Rashid Khan,54.45,GT,,,0.0,'3-36',2.71,54.45,2021
S05M036,D Wiese,54.45,GT,2(4),0.89,-0.72,'2-34',2.68,55.17,2022
S05M003,Imran Tahir,54.45,CSK,,,0.0,'1-19',1.74,54.45,2023
S02M024,Mustafizur Rahman,54.43,DC,,,0.0,'1-27',2.39,54.43,2024
S03M015,B Kumar,54.42,KKR,,,0.0,'2-49',2.74,54.42,2025
S04M078,Sameer Rizvi,54.41,LSG,34(13),42.99,54.41,,,0.0,2026
S02M047,Shahbaz Ahmed,54.39,LSG,,,0.0,'2-34',2.77,54.39,2027
S04M083,SA Yadav,54.38,DC,42(22),50.07,54.38,,,0.0,2028
S02M060,JC Buttler,54.38,KKR,37(16),42.93,54.38,,,0.0,2029
S05M079,Jagjit Singh,54.37,SRH,14(12),11.09,10.29,'2-29',2.08,44.08,2030
S03M022,Anmolpreet Singh,54.35,CSK,46(29),48.82,54.35,,,0.0,2031
S05M051,Chirag Jani,54.32,PBKS,12(9),11.24,10.48,'1-24',2.18,43.85,2032
S04M031,SA Yadav,54.31,DC,33(12),39.54,54.31,,,0.0,2033
S05M033,Smaran Ravichandran,54.3,PBKS,40(27),48.52,54.3,,,0.0,2034
S04M069,SV Samson,54.29,GT,56(28),54.34,54.29,,,0.0,2035
S03M007,Aniket Verma,54.29,RR,41(19),43.84,54.29,,,0.0,2036
S04M064,Washington Sundar,54.29,PBKS,7(4),6.53,5.53,'1-18',2.11,48.76,2037
S05M071,Anmolpreet Singh,54.28,CSK,36(13),46.47,54.28,,,0.0,2038
M066,Ravi Bishnoi,54.28,PBKS,,,0.0,'3-14',2.21,54.28,2039
M049,Rasikh Salam,54.27,LSG,,,0.0,'2-36',2.34,54.27,2040
M026,F du Plessis,54.26,CSK,48(37),48.87,54.26,,,0.0,2041
S05M043,D Brevis,54.23,RR,,,0.0,'2-25',2.57,54.23,2042
S03M031,Kuldeep Yadav,54.23,SRH,,,0.0,'2-41',2.84,54.23,2043
S02M020,S Dube,54.22,RR,36(16),41.6,54.22,,,0.0,2044
S05M062,Yuvraj Singh,54.19,CSK,,,0.0,'3-57',2.85,54.19,2045
S03M045,JM Sharma,54.19,RCB,41(21),46.59,54.19,,,0.0,2046
S04M020,Naveen-ul-Haq,54.19,SRH,,,0.0,'2-26',2.51,54.19,2047
S03M040,M Markande,54.17,PBKS,,,0.0,'2-14',1.7,54.17,2048
S04M071,Fazalhaq Farooqi,54.16,CSK,5(4),4.0,2.74,'1-27',2.43,51.42,2049
S05M082,GJ Maxwell,54.14,RR,43(21),47.11,54.14,,,0.0,2050
S05M008,Shubman Gill,54.12,LSG,45(29),49.93,54.12,,,0.0,2051
S03M027,LG Pretorius,54.11,GT,50(35),50.62,54.11,,,0.0,2052
S02M055,RA Bawa,54.11,KKR,20(4),27.06,54.11,,,0.0,2053
M071,Harshit Rana,54.1,PBKS,20(16),20.62,21.63,'2-16',1.33,32.47,2054
S05M068,N Rana,54.08,PBKS,43(28),53.95,54.08,,,0.0,2055
S03M001,P Simran Singh,54.08,SRH,43(23),49.34,54.08,,,0.0,2056
S02M048,Suryansh Shedge,54.07,CSK,6(4),5.82,5.62,'1-19',1.42,48.44,2057
M061,JJ Bumrah,54.07,RCB,,,0.0,'2-21',2.28,54.07,2058
S02M015,RM Patidar,54.04,RR,46(32),46.53,54.04,,,0.0,2059
S03M040,Salman Nizar,53.98,PBKS,41(28),44.76,53.98,,,0.0,2060
S04M067,RG Sharma,53.98,KKR,39(15),48.87,53.98,,,0.0,2061
S02M039,Mustafizur Rahman,53.98,DC,,,0.0,'3-29',2.45,53.98,2062
S05M079,Nithish Kumar Reddy,53.96,SRH,15(13),12.51,11.82,'1-17',1.85,42.14,2063
S02M072,N Pooran,53.92,MI,48(26),50.93,53.92,,,0.0,2064
S04M029,Naman Dhir,53.92,GT,45(24),49.44,53.92,,,0.0,2065
M058,Rashid Khan,53.91,GT,6(9),4.21,2.13,'2-28',2.59,51.78,2066
M066,CV Varun,53.9,PBKS,,,0.0,'2-25',2.47,53.9,2067
S05M057,H Ssenyondo,53.88,LSG,,,0.0,'2-21',2.54,53.88,2068
S04M027,Tilak Varma,53.86,CSK,43(30),49.16,53.86,,,0.0,2069
S04M029,Swapnil Singh,53.85,GT,0(1),-0.88,-1.76,'2-38',2.89,55.62,2070
S02M026,LS Livingstone,53.82,SRH,,,0.0,'2-10',2.17,53.82,2071
S05M065,Suryansh Shedge,53.82,CSK,,,0.0,'2-34',2.46,53.82,2072
M017,Ravi Bishnoi,53.82,PBKS,,,0.0,'2-23',2.08,53.82,2073
S03M023,YBK Jaiswal,53.81,RR,44(23),50.19,53.81,,,0.0,2074
S02M029,HH Pandya,53.8,MI,22(11),23.94,26.21,'1-36',1.52,27.6,2075
S02M049,RM Patidar,53.8,RR,53(41),53.43,53.8,,,0.0,2076
S02M073,YBK Jaiswal,53.78,RR,44(20),50.21,53.78,,,0.0,2077
S05M023,Azmatullah Omarzai,53.77,LSG,12(5),15.02,20.47,'1-33',1.93,33.3,2078
S03M034,SA Yadav,53.76,DC,49(22),50.79,53.76,,,0.0,2079
S04M001,Avesh Khan,53.76,GT,,,0.0,'2-50',2.73,53.76,2080
S05M018,V Suryavanshi,53.74,PBKS,43(21),47.65,53.74,,,0.0,2081
S05M065,CH Gayle,53.73,CSK,45(24),46.03,53.73,,,0.0,2082
S04M034,Rahul Singh,53.71,RCB,47(25),49.52,53.71,,,0.0,2083
S03M068,Abishek Porel,53.68,DC,35(14),42.82,53.68,,,0.0,2084
S04M001,RD Gaikwad,53.68,GT,53(33),53.1,53.68,,,0.0,2085
S03M068,Abishek Porel,53.68,DC,35(14),42.82,53.68,,,0.0,2086
S03M068,Abishek Porel,53.68,DC,35(14),42.82,53.68,,,0.0,2087
S04M056,Shashank Singh,53.67,PBKS,7(6),6.8,6.49,'2-31',2.16,47.19,2088
S05M066,Naman Dhir,53.67,GT,62(43),56.32,53.67,,,0.0,2089
M070,MP Stoinis,53.66,PBKS,47(27),50.33,57.01,'0-12',0.0,-3.35,2090
S05M001,TH David,53.65,PBKS,36(16),44.59,53.65,,,0.0,2091
S04M040,Nithish Kumar Reddy,53.63,SRH,48(25),50.91,53.63,,,0.0,2092
S04M087,V Puthur,53.59,DC,,,0.0,'2-34',2.79,53.59,2093
S05M012,Sumit Kumar,53.58,DC,20(15),18.62,17.02,'1-51',2.16,36.57,2094
S04M032,Chirag Jani,53.58,PBKS,44(25),48.4,53.58,,,0.0,2095
S02M005,Mukesh Kumar,53.56,GT,,,0.0,'1-10',2.12,53.56,2096
S04M023,T Stubbs,53.55,CSK,50(29),51.33,53.55,,,0.0,2097
S03M006,T Stubbs,53.55,SRH,39(23),44.85,53.55,,,0.0,2098
S03M061,PJ Cummins,53.54,PBKS,,,0.0,'2-26',2.19,53.54,2099
S02M036,T Stubbs,53.54,CSK,54(35),53.71,53.54,,,0.0,2100
S02M006,TM Head,53.51,CSK,43(25),46.43,53.51,,,0.0,2101
M025,M Prasidh Krishna,53.49,DC,,,0.0,'2-15',1.7,53.49,2102
S05M020,Abishek Porel,53.46,DC,43(28),46.21,53.46,,,0.0,2103
S05M053,Aniket Verma,53.44,RR,48(26),48.0,53.44,,,0.0,2104
M069,LS Livingstone,53.38,SRH,49(30),50.1,52.48,'0-30',0.0,0.9,2105
M021,AR Patel,53.37,CSK,7(5),6.6,6.02,'2-29',2.29,47.35,2106
S03M039,DP Conway,53.36,GT,52(35),52.67,53.36,,,0.0,2107
S04M071,Gaurav Puri,53.35,CSK,34(16),42.54,53.35,,,0.0,2108
S05M064,N Pooran,53.33,MI,49(33),50.65,53.33,,,0.0,2109
S03M036,Tilak Varma,53.32,CSK,52(32),52.41,53.32,,,0.0,2110
S04M010,Tanush Kotian,53.31,CSK,0(1),-1.17,-1.79,'2-15',2.36,55.1,2111
S03M010,N Sindhu,53.29,DC,48(27),52.32,53.29,,,0.0,2112
S05M030,VR Iyer,53.29,SRH,45(22),49.99,53.29,,,0.0,2113
S03M067,N Rana,53.27,KKR,35(15),37.18,53.27,,,0.0,2114
S02M051,Sameer Rizvi,53.26,LSG,47(29),49.51,53.26,,,0.0,2115
M053,F du Plessis,53.25,CSK,43(23),49.07,53.25,,,0.0,2116
M032,Shahbaz Ahmed,53.21,LSG,3(4),0.73,0.2,'2-43',2.64,53.01,2117
S03M004,Kartik Sharma,53.2,LSG,47(25),51.39,53.2,,,0.0,2118
S05M038,Imran Tahir,53.19,CSK,,,0.0,'3-38',2.6,53.19,2119
S02M045,Akash Deep,53.15,SRH,0(1),-0.95,-1.74,'2-33',2.6,54.89,2120
S04M041,Chirag Jani,53.15,PBKS,4(1),4.47,53.15,,,0.0,2121
M022,N Pooran,53.14,MI,40(21),44.84,53.14,,,0.0,2122
S03M046,P Simran Singh,53.13,SRH,38(17),46.2,53.13,,,0.0,2123
S04M072,A Zampa,53.12,RR,,,0.0,'1-44',2.77,53.12,2124
S03M024,K Kartikeya,53.1,GT,7(2),9.0,35.15,'1-16',0.78,17.95,2125
S03M022,DAJ Bracewell,53.1,MI,,,0.0,'2-33',2.66,53.1,2126
S04M044,KA Maharaj,53.07,SRH,,,0.0,'2-41',2.52,53.07,2127
S02M024,Shubman Gill,53.04,LSG,52(39),52.18,53.04,,,0.0,2128
S03M003,Harpreet Brar,53.03,RCB,,,0.0,'2-25',2.23,53.03,2129
S02M004,SS Iyer,53.0,LSG,43(26),47.24,53.0,,,0.0,2130
M053,Washington Sundar,53.0,PBKS,29(15),33.14,36.87,'1-47',0.97,16.13,2131
M071,J Fraser-McGurk,52.98,PBKS,39(26),44.34,52.98,,,0.0,2132
S03M014,M Siddharth,52.97,CSK,,,0.0,'3-32',2.63,52.97,2133
S04M026,PD Salt,52.94,RCB,45(31),51.69,52.94,,,0.0,2134
S03M033,Mukesh Kumar,52.91,GT,,,0.0,'2-35',2.62,52.91,2135
S03M013,A Nortje,52.88,RCB,,,0.0,'2-55',2.53,52.88,2136
S04M002,MW Short,52.87,DC,15(15),13.62,11.51,'2-9',1.54,41.37,2137
S02M025,R Ashwin,52.87,KKR,12(6),13.9,16.16,'1-31',1.59,36.71,2138
S04M007,PD Salt,52.85,RCB,47(30),49.47,52.85,,,0.0,2139
S05M047,Hassan Nawaz,52.84,RCB,37(17),43.41,52.84,,,0.0,2140
S05M085,AK Markram,52.83,DC,11(5),13.65,14.17,'2-31',1.78,38.66,2141
S04M008,BM Duckett,52.8,PBKS,55(41),54.6,52.8,,,0.0,2142
S05M061,AHT Donald,52.79,RCB,43(28),47.13,52.79,,,0.0,2143
S03M032,R Ashwin,52.78,KKR,,,0.0,'2-24',2.23,52.78,2144
S03M013,N Sindhu,52.78,DC,52(36),52.19,52.78,,,0.0,2145
S05M066,SH Johnson,52.77,GT,,,0.0,'2-25',2.46,52.77,2146
S05M034,Priyansh Arya,52.72,SRH,30(25),39.55,52.72,,,0.0,2147
M025,RA Jadeja,52.72,DC,,,0.0,'2-31',2.7,52.72,2148
S02M067,RD Gaikwad,52.71,RCB,42(23),44.49,52.71,,,0.0,2149
S04M029,RD Gaikwad,52.7,GT,45(25),48.83,52.7,,,0.0,2150
S05M035,N Pooran,52.7,MI,47(28),49.5,52.7,,,0.0,2151
S05M070,Ravi Teja,52.69,RCB,0(3),-0.55,-1.6,'2-17',2.31,54.29,2152
S05M013,RR Rossouw,52.69,SRH,55(43),54.11,52.69,,,0.0,2153
S04M050,N Wadhera,52.68,KKR,37(20),39.92,52.68,,,0.0,2154
S03M010,RA Jadeja,52.68,DC,14(9),12.67,12.37,'1-44',2.21,40.31,2155
S04M091,Smaran Ravichandran,52.65,PBKS,43(22),44.17,52.65,,,0.0,2156
S04M084,KA Maharaj,52.65,SRH,,,0.0,'2-28',2.83,52.65,2157
S04M028,Washington Sundar,52.65,PBKS,1(6),-0.21,-1.44,'1-13',1.73,54.09,2158
M009,SO Hetmyer,52.64,RCB,44(24),48.48,52.64,,,0.0,2159
S05M006,AM Rahane,52.64,MI,46(26),49.04,52.64,,,0.0,2160
S03M006,A Zampa,52.63,SRH,,,0.0,'2-30',2.59,52.63,2161
S05M056,VR Iyer,52.62,SRH,39(27),41.62,52.62,,,0.0,2162
S05M032,B Sai Sudharsan,52.61,CSK,50(40),51.35,52.61,,,0.0,2163
M019,Urvil Patel,52.59,DC,34(15),47.44,52.59,,,0.0,2164
M041,Abishek Porel,52.5,DC,24(8),32.14,52.5,,,0.0,2165
S04M080,N Wadhera,52.48,KKR,42(33),47.32,52.48,,,0.0,2166
S04M016,PHKD Mendis,52.48,SRH,10(18),7.22,4.12,'1-32',2.32,48.36,2167
S03M054,C Green,52.46,RCB,19(7),21.43,34.01,'1-8',0.85,18.44,2168
S05M054,Urvil Patel,52.44,MI,44(21),49.31,52.44,,,0.0,2169
S03M057,Mohammed Siraj,52.44,RCB,11(4),13.18,16.9,'1-44',1.81,35.54,2170
M016,SV Samson,52.44,GT,44(23),47.54,52.44,,,0.0,2171
S02M014,Rasikh Salam,52.41,GT,1(1),-0.13,-1.09,'2-27',2.4,53.49,2172
M071,TA Boult,52.35,PBKS,10(9),9.41,8.47,'2-23',2.32,43.88,2173
S05M024,D Brevis,52.32,RR,45(22),51.37,55.77,'0-31',0.0,-3.45,2174
S03M052,KL Rahul,52.31,SRH,51(40),51.51,52.31,,,0.0,2175
M072,Kuldeep Yadav,52.29,SRH,,,0.0,'2-33',2.55,52.29,2176
S03M066,Smaran Ravichandran,52.29,PBKS,44(25),49.29,52.29,,,0.0,2177
S04M083,MJ Owen,52.28,DC,8(9),5.34,3.92,'2-13',1.92,48.36,2178
S05M024,A Nagwaswalla,52.23,RR,,,0.0,'2-34',2.24,52.23,2179
S04M063,Z Khan,52.2,KKR,13(12),10.17,8.81,'2-28',2.2,43.39,2180
S04M058,GJ Maxwell,52.18,RR,49(24),49.0,53.43,'0-17',0.0,-1.25,2181
S02M040,Jagjit Singh,52.17,CSK,,,0.0,'2-33',2.5,52.17,2182
S03M052,KH Pandya,52.17,SRH,0(1),-0.67,-1.73,'2-32',2.74,53.9,2183
S05M059,KL Rahul,52.17,SRH,45(24),47.18,52.17,,,0.0,2184
S02M058,FH Allen,52.16,MI,45(25),46.68,52.16,,,0.0,2185
S02M007,YS Chahal,52.16,RCB,,,0.0,'1-42',2.79,52.16,2186
S05M085,S Lamichhane,52.14,DC,,,0.0,'2-28',2.36,52.14,2187
S04M043,Mayank Dagar,52.13,RR,,,0.0,'2-34',2.63,52.13,2188
S03M030,Zeeshan Ansari,52.12,LSG,,,0.0,'2-20',1.8,52.12,2189
S03M070,JR Hazlewood,52.12,RR,,,0.0,'2-31',2.37,52.12,2190
S02M051,SP Narine,52.12,LSG,27(13),31.06,37.13,'1-29',0.91,14.99,2191
S03M019,LG Pretorius,52.12,GT,50(33),50.68,52.12,,,0.0,2192
S05M079,Suryansh Shedge,52.1,CSK,18(7),21.84,27.5,'1-24',1.18,24.6,2193
S02M046,SM Curran,52.1,KKR,13(11),10.49,10.58,'1-52',2.31,41.52,2194
M010,MK Pandey,52.06,KKR,54(38),53.52,52.06,,,0.0,2195
S03M049,JM Sharma,52.05,RCB,49(34),50.16,52.05,,,0.0,2196
S05M061,JM Sharma,52.04,RCB,40(21),45.08,52.04,,,0.0,2197
S05M051,R Parag,52.03,GT,45(31),47.51,52.03,,,0.0,2198
S03M033,Jay Gohil,52.03,MI,44(29),50.86,52.03,,,0.0,2199
S03M050,Rasikh Salam,52.03,GT,,,0.0,'2-34',2.5,52.03,2200
S04M034,M Pathirana,51.99,RCB,,,0.0,'2-40',2.48,51.99,2201
S04M088,JJ Smit,51.97,PBKS,6(3),6.31,9.67,'1-32',1.79,42.3,2202
S05M082,JN Loftie-Eaton,51.96,RR,0(1),-0.69,-1.87,'1-15',2.14,53.84,2203
S04M083,FH Allen,51.95,PBKS,49(31),49.81,51.95,,,0.0,2204
S02M062,Jay Gohil,51.94,MI,22(5),32.71,51.94,,,0.0,2205
S04M083,M Prasidh Krishna,51.92,DC,7(7),5.82,5.19,'1-30',2.27,46.73,2206
S03M018,Suryansh Shedge,51.92,CSK,7(3),7.73,8.3,'1-42',2.19,43.62,2207
S05M079,KA Pollard,51.9,CSK,43(23),48.08,55.56,'0-8',0.0,-3.66,2208
S02M070,Smaran Ravichandran,51.89,PBKS,45(29),48.76,51.89,,,0.0,2209
S03M044,AM Rahane,51.89,KKR,36(18),41.6,51.89,,,0.0,2210
S04M090,DS Airee,51.88,RCB,8(3),8.86,9.58,'1-41',2.31,42.31,2211
S03M008,Suryansh Shedge,51.88,CSK,4(3),4.22,4.44,'2-25',2.36,47.44,2212
S05M024,S Dube,51.87,RR,9(5),9.49,9.83,'1-18',1.8,42.04,2213
S05M019,Mohammad Ghazanfar,51.87,SRH,2(2),0.44,-0.21,'3-35',2.56,52.08,2214
M008,N Wadhera,51.86,LSG,39(23),46.51,51.86,,,0.0,2215
S02M033,M Markande,51.84,PBKS,,,0.0,'1-38',2.35,51.84,2216
S04M019,Ashwani Kumar,51.84,RR,1(1),0.04,-1.16,'2-28',2.51,53.01,2217
S04M032,H Klaasen,51.81,CSK,45(28),49.13,51.81,,,0.0,2218
S05M069,DS Rathi,51.8,KKR,,,0.0,'2-38',2.65,51.8,2219
S03M065,SS Iyer,51.79,LSG,48(35),50.17,51.79,,,0.0,2220
S02M025,Sandeep Sharma,51.79,RR,,,0.0,'1-40',2.84,51.79,2221
S05M016,Azmatullah Omarzai,51.79,LSG,,,0.0,'2-19',2.27,51.79,2222
S05M022,Tanush Kotian,51.79,CSK,23(10),26.96,29.3,'1-19',0.71,22.49,2223
S03M025,SS Iyer,51.69,LSG,48(32),48.36,51.69,,,0.0,2224
S05M055,Dhruv Jurel,51.69,RCB,44(33),47.98,51.69,,,0.0,2225
S03M024,Shashank Singh,51.67,PBKS,24(22),27.39,33.65,'1-18',0.92,18.02,2226
M072,Tanush Kotian,51.67,SRH,,,0.0,'2-31',2.48,51.67,2227
S04M037,RD Gaikwad,51.64,GT,34(15),41.73,51.64,,,0.0,2228
S05M046,C Green,51.6,KKR,41(20),46.93,51.6,,,0.0,2229
S02M009,Mukesh Kumar,51.57,GT,,,0.0,'2-25',2.45,51.57,2230
S04M065,Tanush Kotian,51.56,CSK,,,0.0,'2-43',2.52,51.56,2231
M004,AJ Hosein,51.53,SRH,18(14),17.21,16.59,'1-21',1.56,34.94,2232
S04M003,KL Rahul,51.51,SRH,37(21),46.18,51.51,,,0.0,2233
M046,SS Iyer,51.46,LSG,50(34),50.48,51.46,,,0.0,2234
S03M042,BM Duckett,51.42,CSK,38(17),41.27,51.42,,,0.0,2235
S05M080,M Pathirana,51.42,RCB,,,0.0,'2-41',2.69,51.42,2236
S02M031,RD Gaikwad,51.41,RCB,57(44),55.89,51.41,,,0.0,2237
S05M041,Abrar Ahmed,51.4,GT,,,0.0,'3-31',2.48,51.4,2238
S04M088,Suryansh Shedge,51.37,CSK,,,0.0,'2-46',2.84,51.37,2239
S05M081,YK Pathan,51.37,KKR,10(10),6.95,5.82,'2-29',2.1,45.55,2240
S04M068,VR Iyer,51.36,SRH,48(28),49.79,51.36,,,0.0,2241
